userID	itemID	label
794	2498	1
624	74	1
606	656	1
1853	325	1
1170	79	1
1757	2703	0
642	36	1
1168	132	1
78	6405	0
255	6	1
1084	4745	0
552	933	1
916	6082	0
300	627	0
1664	190	1
1546	608	1
451	932	0
1180	2928	0
1236	2526	0
762	2822	0
780	2476	1
1575	6148	0
618	133	1
1260	5100	0
462	91	1
905	17	0
1177	184	1
1767	130	1
1779	3429	0
177	6000	0
1030	7696	0
1432	3077	0
291	47	1
281	1181	0
1672	5447	0
736	3549	0
494	8161	0
334	500	1
979	363	1
1181	8772	0
905	1467	1
1312	75	1
1736	4801	0
304	1064	0
533	1965	1
30	8298	0
480	2606	0
183	8564	0
1785	2826	1
775	1637	0
1030	224	1
1837	119	0
485	4385	0
590	9099	0
1639	1806	1
1407	190	1
1416	4528	0
677	167	1
321	2192	0
932	254	1
1255	9157	0
37	3942	0
1294	184	1
1433	277	1
1712	55	1
1109	1778	0
1046	3566	0
300	478	1
1066	7686	0
290	184	1
1336	4162	0
1614	80	1
739	158	1
669	74	1
1107	74	1
686	656	1
1435	2064	1
1848	8673	0
1440	6979	0
238	1265	0
443	77	1
1508	5974	0
363	1594	1
1869	46	1
859	7049	0
254	257	1
1384	4690	0
1375	1259	1
1509	5527	0
1819	1329	0
580	241	1
1754	8714	0
1781	5517	0
252	1361	0
82	208	1
1587	52	1
1288	506	0
588	1082	1
1332	444	0
130	8336	0
381	6474	0
619	302	1
685	5981	0
1359	646	0
395	24	1
375	7678	0
1291	2058	1
141	6544	0
861	7602	0
181	137	1
1719	483	1
179	6849	0
660	2230	1
553	1278	1
729	7716	0
1606	4398	0
382	2977	0
796	754	1
670	9085	0
1073	4787	0
467	1824	1
892	2928	0
995	3961	0
1076	8575	0
1672	81	1
416	1742	0
1424	80	1
1130	735	1
1237	6396	0
1473	8515	0
1122	5853	0
736	8856	0
375	7693	0
886	74	1
1840	7075	0
1768	42	1
271	1372	1
1390	6933	0
351	6082	0
1794	107	1
236	4622	0
664	8088	0
1609	2192	0
101	2260	0
59	478	1
757	190	1
294	8356	0
1407	1020	1
1843	5519	0
1201	2870	0
11	1010	0
274	56	1
1637	159	1
1070	6335	0
932	657	1
949	374	1
724	105	1
1054	55	1
1285	8022	0
1716	122	0
532	560	1
759	2076	0
1290	525	1
638	3460	0
743	135	1
1779	5406	0
1218	2653	1
1244	4022	0
1692	158	1
971	6735	0
197	445	1
994	1458	0
429	3877	0
219	6163	0
1870	4605	0
1827	483	1
11	4899	0
1306	54	1
902	8227	0
198	2292	0
1712	764	1
1733	3688	1
167	655	1
717	4339	0
987	302	1
243	5889	0
1664	3612	1
596	2113	1
797	1082	1
945	1438	1
1111	788	1
421	286	1
1658	96	1
289	1117	1
1167	98	1
1206	3114	1
1192	1776	1
314	5135	0
317	2415	0
1632	333	1
971	8569	0
1584	391	1
1691	127	1
1074	137	1
142	2388	0
1037	6810	0
612	7547	0
1327	303	1
1393	3320	1
1355	30	1
520	842	0
1508	5452	0
1254	807	1
90	4705	0
170	4424	0
1702	883	1
615	2065	0
1263	1683	0
1715	4118	0
47	4797	0
813	1082	1
1748	6103	0
592	1174	1
924	6702	0
1665	185	1
513	7318	0
63	227	1
405	7295	0
1694	238	1
1855	1000	0
1289	105	1
95	374	0
1553	7544	0
1460	297	1
152	4765	0
1163	38	0
1032	8474	0
336	133	1
1189	4545	0
919	1392	0
355	935	0
883	6356	0
891	3413	0
1391	991	0
406	1405	0
291	46	1
5	2171	0
1773	426	1
1853	2613	0
686	3647	0
820	3614	0
390	1659	1
855	2648	0
719	1626	0
1317	178	0
1731	105	1
1694	185	1
1478	5027	0
568	4645	0
403	2654	0
1237	6065	0
6	4674	0
1180	159	1
1742	6369	0
568	4012	0
1638	75	1
493	9143	0
994	7498	0
1760	4315	0
1115	1353	1
1554	5372	0
1206	6283	0
1382	841	1
1562	4535	0
590	1361	0
1130	8571	0
1800	1049	0
656	1300	0
1852	1357	0
921	1556	1
1447	3374	1
538	1843	0
116	8686	0
1432	957	1
1564	7973	0
1736	6379	0
118	3191	0
1500	1520	0
514	3186	0
386	1636	1
90	5035	0
1373	47	1
357	1572	1
1044	478	1
1690	7549	0
1164	184	1
1094	8024	0
1053	1565	0
802	109	1
1019	8054	0
1267	7214	0
1404	187	1
1364	174	0
234	134	1
1123	2597	1
1840	165	1
1716	4101	0
73	133	1
1848	3820	1
93	127	1
1076	107	1
764	1036	1
980	391	1
518	6561	0
1495	863	1
1342	774	0
888	53	1
1289	571	1
21	110	1
1620	6740	0
555	109	1
576	1380	0
941	2541	0
1557	55	1
1563	1481	0
727	1278	1
73	568	1
1232	3938	0
1077	487	1
1132	9282	0
381	1625	1
1842	216	1
809	81	1
969	830	1
1645	5431	0
961	4981	0
1202	533	0
1833	2637	0
1002	66	1
228	6313	0
1827	7304	0
912	422	1
1302	5701	0
469	4479	0
1337	7809	0
989	8259	0
879	2040	0
563	413	1
1760	6507	0
538	8244	0
38	5348	0
1610	8937	0
191	8479	0
833	8137	0
1048	679	0
862	303	1
241	96	1
1552	1368	0
165	1020	1
605	6617	0
716	66	1
1499	528	0
976	422	1
1848	552	1
274	1385	1
1406	1363	1
362	102	1
601	9064	0
1000	445	1
478	2087	0
486	272	0
1606	1082	1
95	2208	0
971	8378	0
1594	7389	0
897	79	1
502	2948	0
562	107	1
1867	2234	1
1677	438	0
861	523	1
779	7181	0
1326	8696	0
791	8186	0
999	4809	0
571	6399	0
141	911	1
106	8808	0
724	3227	0
18	202	1
1586	87	1
1130	3009	1
1863	2293	1
1173	3052	1
1493	2516	1
1681	3720	0
1374	771	1
525	111	1
1698	399	1
575	96	1
1853	1041	0
1829	197	1
1084	4788	0
1254	87	1
1506	5571	0
1446	1570	1
534	6827	0
1644	3581	1
1487	96	1
263	1252	0
130	79	1
1635	3149	0
1278	1110	0
786	7006	0
1516	7185	0
812	1615	1
127	2021	0
161	107	1
1464	6168	0
708	1984	0
680	3428	0
374	2826	0
1216	3122	1
1372	43	1
1389	1244	1
1643	6748	0
1155	6845	0
1301	6038	0
1557	46	1
292	3813	0
1183	47	1
886	96	1
1509	2385	0
870	93	1
30	285	1
717	3689	0
121	3085	0
1200	7370	0
373	4832	0
1293	6996	0
408	764	1
313	9303	0
22	334	0
266	8191	0
1858	1183	1
769	7018	0
1800	55	1
1191	6515	0
421	6559	0
161	4281	0
1528	2671	0
1355	22	1
265	7617	0
1271	4514	0
79	1810	0
1839	377	1
1835	5542	0
1627	2959	1
194	7	1
1803	96	1
181	2605	0
58	468	1
1663	3611	1
210	74	1
1795	883	1
1520	1140	1
1862	1967	0
550	96	1
607	2071	1
1532	74	1
522	3913	0
1627	3567	1
979	96	1
1757	276	1
333	6276	0
922	6633	0
549	2001	1
1049	7709	0
1101	7838	0
1652	3516	1
160	8452	0
171	548	1
1077	1721	0
529	862	1
360	77	1
1345	6625	0
226	1190	0
296	902	1
617	1670	0
151	895	0
538	1583	1
606	202	1
1839	3817	0
1483	541	1
1577	133	1
1467	3791	0
1204	5826	0
702	2534	0
82	2876	0
1532	6730	0
1360	47	1
900	5741	0
1540	6971	0
1240	674	1
46	7052	0
461	337	1
1776	3407	1
276	6876	0
770	517	1
758	5070	0
1027	655	0
205	1180	1
493	1710	0
408	905	0
1840	3458	0
1867	3833	1
344	1547	1
133	3714	0
1514	6948	0
873	499	1
811	109	1
59	3048	0
812	930	1
1547	8017	0
1259	229	1
816	1561	0
531	1784	0
1365	4551	0
327	135	1
494	383	1
248	542	1
1870	4367	0
1190	6213	0
78	621	1
764	2307	1
6	2087	0
218	1212	1
1158	1195	0
699	104	1
301	87	1
1710	5551	0
332	4074	0
850	346	1
1694	2336	1
141	912	1
1234	767	0
834	3480	0
596	3835	0
1168	238	1
1366	6814	0
1659	1502	1
303	708	1
1415	9327	0
1531	1231	1
1744	60	1
1577	102	1
477	766	1
406	1269	1
660	1091	1
82	96	1
1192	545	0
1632	1271	1
1355	498	1
1294	118	1
1251	3162	1
858	2597	1
779	899	1
255	857	1
1022	531	0
210	254	1
1578	52	1
457	1817	1
329	87	1
773	7666	0
487	6653	0
318	1489	1
1080	1437	0
459	8668	0
373	185	1
57	2144	0
555	34	1
1009	753	0
997	678	1
24	137	1
361	577	1
1554	4519	0
1480	3422	1
1149	261	1
1454	137	1
858	1541	1
1094	8490	0
981	1385	1
870	484	1
135	161	1
1175	540	1
437	964	1
1495	8125	0
680	250	1
211	8059	0
718	4536	0
366	5719	0
1785	6310	0
869	7093	0
376	8654	0
224	654	1
636	7911	0
1441	3543	0
28	2616	0
1159	6682	0
1383	221	1
1867	5192	0
92	1474	0
1420	133	1
858	835	0
448	118	1
825	3887	0
107	808	0
1116	1467	0
844	7732	0
29	481	0
1618	135	1
1109	2306	0
149	946	1
1303	6674	0
1039	6748	0
423	681	1
778	8061	0
1326	3241	1
34	315	1
1836	957	1
701	1416	0
1754	6992	0
883	1030	0
1517	3630	0
882	1545	1
84	6173	0
662	2630	0
1622	3439	0
265	4703	0
746	2370	0
779	2962	0
1706	392	1
1563	1889	1
549	6304	0
537	7	1
1519	8577	0
84	663	1
1271	301	1
1424	5997	0
936	218	1
10	121	1
249	4358	0
1413	79	1
627	477	1
1372	4305	0
1128	5498	0
392	445	1
92	2772	0
1637	7132	0
1394	105	1
940	424	0
949	184	1
100	201	0
912	1728	0
587	8941	0
305	9082	0
1022	187	1
1122	2199	1
1259	1004	1
237	2208	0
1678	475	1
861	3968	0
1280	893	1
1462	934	0
1197	1421	0
192	1138	1
421	886	1
468	9185	0
756	2427	1
1085	6258	0
238	17	1
286	5932	0
1428	164	1
1287	7951	0
854	7410	0
564	957	1
1178	7599	0
1604	7136	0
1235	185	1
703	1217	0
622	4242	0
1368	1907	0
1160	5999	0
1044	1723	1
1487	957	0
1129	171	1
1850	3173	0
1703	4648	0
1732	445	1
1658	72	1
1548	171	1
735	8395	0
783	72	1
1010	806	0
1274	3827	0
1144	6585	0
455	126	1
90	6318	0
1826	4	1
302	81	1
1286	1397	1
630	1476	1
464	2180	0
1606	9056	0
245	6226	0
730	74	1
114	377	1
1022	277	1
617	4425	0
737	5971	0
1312	7454	0
1645	1772	0
235	102	1
415	928	1
491	9132	0
1785	3681	1
1363	1096	0
1211	16	1
21	74	1
598	190	1
1593	2023	0
1449	2835	0
1797	1823	1
1686	6989	0
1079	427	1
1548	2723	0
468	8321	0
543	1174	0
1711	55	1
1385	111	1
600	286	1
1538	21	1
328	87	1
921	154	1
1731	8476	0
1808	198	1
1038	879	1
320	1138	1
1004	3353	0
1488	77	1
1019	6864	0
48	209	1
1822	834	0
1505	1372	0
1638	9086	0
1401	55	1
601	126	1
634	308	1
1222	4261	0
856	8997	0
858	2347	1
544	1990	1
911	4194	0
1344	214	1
225	222	0
1582	433	1
1378	7359	0
1326	46	1
1578	681	1
1004	2832	1
265	1345	1
238	336	1
305	79	1
1375	102	1
327	5779	0
1220	7357	0
1036	8912	0
3	2409	0
771	6871	0
1529	7506	0
46	383	1
1195	1541	1
210	8814	0
817	7142	0
857	6862	0
606	115	1
1206	3113	1
1340	6409	0
760	4770	0
1688	3646	1
1463	1528	1
556	5539	0
872	77	1
1639	5705	0
769	1512	1
146	1866	0
830	915	1
1038	883	1
1355	2272	0
1864	878	1
1010	832	1
1461	96	1
1513	3084	1
1170	254	1
1252	7858	0
733	2739	0
938	2635	1
830	694	1
1277	134	1
1330	5066	0
1467	129	1
350	241	1
1186	3074	1
1318	5371	0
475	14	0
124	66	1
1777	3245	1
645	5501	0
1809	400	0
14	181	1
1111	4471	0
1785	7109	0
999	8295	0
859	4630	0
726	2016	0
8	8730	0
1530	481	1
623	109	1
433	1767	1
490	5804	0
808	2521	1
541	802	1
1787	6093	0
1391	5697	0
1603	187	1
1307	3421	0
445	4259	0
1019	5548	0
681	432	1
1763	3641	0
267	6886	0
508	7967	0
1157	2856	0
643	52	1
929	6651	0
620	501	0
39	45	1
1365	2128	1
1581	257	1
10	4987	0
285	217	1
1083	2485	1
1618	7562	0
1267	6086	0
1664	4148	0
381	7323	0
228	808	1
668	1482	0
401	1148	1
740	3535	0
1178	7936	0
1545	3904	0
1335	1941	0
1105	2463	0
1047	5093	0
599	1818	1
1639	270	1
1558	3113	0
322	8290	0
1478	34	1
1622	2666	0
592	882	1
1071	9040	0
1557	5151	0
1804	363	1
1842	96	1
1651	3596	1
1688	767	1
813	35	1
1275	6780	0
1049	42	1
1705	7577	0
1454	799	0
653	2216	1
429	3462	0
806	519	0
1077	2604	1
773	133	1
799	755	1
453	105	1
1622	104	1
1778	1313	0
1771	204	1
1498	80	1
1362	75	1
103	747	1
1614	4632	0
721	1712	1
699	3726	0
863	1543	1
1354	589	0
1408	9024	0
85	750	0
853	878	1
762	105	1
329	8075	0
304	132	1
78	608	1
766	969	1
453	7249	0
538	192	1
6	5477	0
694	280	1
1283	2218	0
1524	8705	0
855	4214	0
1587	147	1
1104	55	1
603	4034	0
241	136	1
1530	286	1
499	3234	0
842	1136	1
1159	4984	0
1717	7009	0
478	378	1
1830	1401	0
1524	357	1
660	183	0
1467	2649	1
1507	187	1
1282	316	0
595	96	1
156	7560	0
996	7917	0
1406	110	1
1868	1891	1
1784	401	0
353	81	1
801	9200	0
57	4247	0
1424	2151	0
435	4931	0
517	26	0
943	6093	0
1141	7336	0
1390	1526	1
1237	8472	0
1023	2862	1
408	154	1
923	79	1
351	6683	0
1113	80	1
125	850	1
1127	2712	0
1064	1094	0
238	6179	0
283	1651	0
0	8265	0
1219	210	1
1470	7583	0
1605	3049	0
1293	99	1
705	887	1
1518	486	1
1696	1677	1
941	6263	0
1164	3332	0
719	73	1
1750	8835	0
1714	4637	0
430	3965	0
877	8241	0
1379	1896	1
1022	7604	0
1224	8963	0
217	8650	0
938	7841	0
84	9102	0
743	7304	0
1587	2123	1
1105	146	1
1712	107	1
1261	735	1
461	334	1
562	115	1
763	5834	0
1746	2911	0
747	267	1
774	8451	0
1335	253	1
109	3209	0
520	1936	1
662	4348	0
516	5794	0
1046	191	1
984	705	1
1557	52	1
169	1034	1
1147	3035	1
105	101	1
12	140	1
1134	1538	1
332	1138	1
529	5297	0
1492	2396	0
231	6948	0
151	5224	0
1284	373	0
1332	120	1
1759	510	1
1540	77	1
1646	6271	0
1577	3207	0
152	956	1
1406	5809	0
1526	696	1
1856	4132	0
33	4894	0
309	7749	0
420	7043	0
998	7935	0
266	78	1
1044	1352	1
40	22	1
1493	8295	0
1087	155	1
156	2764	0
1717	8754	0
1223	2701	0
1457	66	1
411	5521	0
509	1556	0
1645	968	1
1656	3601	1
1437	135	1
73	7674	0
579	2069	1
782	3898	0
1363	111	1
847	2474	0
390	2169	0
1836	482	0
769	8792	0
456	1810	1
1072	87	1
470	1691	1
189	214	1
1568	7812	0
1864	159	1
1749	673	1
1289	391	1
898	2334	1
1288	8116	0
820	612	0
611	159	1
1682	5164	0
1268	6645	0
1602	4884	0
831	87	1
424	4478	0
41	362	1
855	2591	1
477	9354	0
591	145	1
395	200	1
1488	3431	1
1017	453	1
813	1122	1
1760	1583	1
383	74	1
179	2287	0
1284	1228	1
1432	620	0
658	5096	0
1637	4745	0
1735	5060	0
1017	4263	0
590	1278	1
1002	130	1
660	257	1
1413	892	0
1400	7231	0
559	220	1
1053	462	0
1401	572	1
1681	3635	1
1119	2276	0
16	8160	0
1511	8859	0
56	1172	0
878	36	1
1065	4428	0
1690	45	1
151	2540	0
14	6272	0
1443	7478	0
1423	2608	0
1400	1046	0
1440	1235	0
806	206	1
1806	3769	1
1563	8487	0
816	657	1
1477	3415	1
262	1063	1
1751	9337	0
1847	376	1
1801	1086	0
33	9334	0
59	354	1
920	849	0
1030	928	1
992	6694	0
353	4481	0
423	1746	1
578	7415	0
299	42	1
1518	20	1
117	208	1
57	2168	0
1412	9351	0
922	7596	0
595	79	1
1452	4843	0
1187	3386	0
909	77	1
1615	6777	0
939	8513	0
251	184	1
1413	72	1
63	5080	0
393	1873	0
151	951	1
277	347	1
1678	286	1
366	8752	0
1223	357	1
69	446	1
894	1258	1
1219	4251	0
904	2678	1
1827	6679	0
1719	2985	1
1029	2753	0
1771	1143	1
332	3541	0
1633	133	1
471	1836	1
1732	2640	0
1716	284	1
339	608	1
492	538	1
75	583	1
1373	2401	1
847	196	1
1188	8950	0
85	267	1
345	3891	0
810	1654	0
1456	877	1
1466	2340	0
1583	2302	1
1331	3356	0
1373	777	1
559	483	1
243	7163	0
133	877	1
1295	561	1
1037	6400	0
484	1341	1
1271	54	1
1800	9320	0
537	1977	1
1676	2851	0
1498	96	1
256	399	1
1820	133	1
755	2426	1
171	1395	0
809	8436	0
586	3975	0
1715	6534	0
1542	1363	0
991	117	1
1106	899	0
730	46	1
1472	467	0
729	107	1
984	2797	1
1054	3711	0
1286	4851	0
238	15	1
1428	5380	0
893	7403	0
1177	363	1
71	130	1
376	42	1
708	2979	0
1178	2084	1
158	1005	1
1742	876	1
803	171	1
408	53	1
399	756	1
937	1880	0
429	2318	0
1023	3865	0
1536	2036	1
405	6240	0
1515	325	1
997	5838	0
1179	3011	0
975	7695	0
152	24	1
702	1536	0
937	1942	1
1416	55	1
500	474	1
1243	5971	0
1190	1294	1
1155	4597	0
1818	74	1
293	1309	0
1314	47	1
883	4285	0
554	2011	1
1360	5977	0
1529	1002	0
256	1	0
308	1185	1
1791	106	1
1591	187	1
1708	3661	1
1299	83	0
380	4919	0
1730	2882	0
37	9264	0
363	1593	1
1732	6070	0
354	4535	0
802	1085	1
1064	7446	0
397	1115	0
659	74	1
962	8779	0
1471	7813	0
1115	2804	0
1838	1682	1
167	1022	1
688	270	0
967	1523	1
254	6997	0
544	6707	0
155	979	1
315	1404	1
1352	134	1
396	1675	1
1417	3337	1
220	5142	0
1167	1889	1
491	2675	0
1092	5287	0
795	8812	0
642	4967	0
221	57	1
1356	3052	1
899	2660	1
1019	8037	0
1704	7463	0
1396	2584	0
1869	2910	1
1839	4992	0
78	4198	0
607	2141	1
461	2269	0
626	9266	0
1704	1255	1
852	1174	1
1219	2554	1
629	5237	0
886	47	1
722	8533	0
1153	4961	0
633	899	0
651	2922	0
1516	6614	0
527	87	1
1849	2468	0
1258	670	1
1029	4638	0
19	3186	0
1751	87	1
1856	55	1
351	1175	1
1701	8889	0
556	3308	0
1677	2252	0
793	137	1
276	2444	0
1036	3471	0
1164	583	1
1584	5940	0
364	1596	1
98	133	1
809	115	1
1022	3491	0
69	543	1
432	114	1
1365	3048	1
917	43	1
1070	3356	0
987	2437	0
1119	4416	0
894	6162	0
1852	1092	1
585	6236	0
117	111	1
1567	1624	1
847	729	1
1135	55	1
1471	3020	1
1563	919	1
1126	80	1
718	7471	0
1449	3092	1
989	2805	1
785	6423	0
860	2602	1
1498	79	1
39	355	1
1300	185	1
20	2821	0
1870	1513	1
147	302	1
974	799	1
1028	7027	0
939	115	1
939	4127	0
1537	3478	1
927	109	1
1110	2969	1
1718	4046	0
633	3330	0
34	6177	0
51	5466	0
1181	3068	1
1193	1325	1
1812	5844	0
1492	2747	0
1063	1974	1
786	9060	0
1545	915	1
1376	5357	0
1161	252	1
1769	5597	0
763	6038	0
406	1306	0
678	1621	1
1154	79	1
863	1437	1
1815	1650	0
164	4365	0
364	6314	0
202	295	1
578	516	1
1011	2844	1
1120	7446	0
764	2445	1
1123	1183	0
1434	334	1
330	96	1
1834	1161	1
1702	5425	0
775	1132	1
718	3549	0
416	5885	0
62	8630	0
1688	2289	0
1434	2859	0
406	3544	0
194	1147	1
1845	4823	0
1012	7113	0
508	2290	0
1223	96	1
1343	2205	0
158	4588	0
793	4207	0
585	3552	0
1410	4778	0
538	208	1
1155	156	1
1226	3142	1
1164	76	1
1666	608	1
710	1720	0
673	109	1
12	146	1
654	2218	1
857	2630	0
657	871	1
715	5	1
1704	252	1
800	1956	0
358	137	1
1279	1389	1
145	7152	0
1117	46	1
605	5358	0
1667	2344	0
1074	8331	0
280	7121	0
1173	6287	0
585	2083	1
1597	377	1
1261	904	1
1074	2715	0
1796	803	1
1871	6823	0
73	528	1
1261	2964	0
1308	692	0
998	1530	1
640	8564	0
484	4013	0
1105	2964	1
1224	8763	0
1306	2516	0
825	2539	1
1368	2519	1
1371	58	1
1047	2861	1
1326	3745	0
1809	65	0
156	990	1
1498	3621	0
231	191	1
941	1177	0
1246	1020	1
926	286	0
195	81	1
190	6136	0
181	1080	1
1027	79	1
1347	519	1
190	7613	0
1045	9271	0
1777	6612	0
1744	109	0
1773	6460	0
569	8855	0
809	79	1
1309	40	1
498	758	1
194	393	1
1055	7859	0
457	7610	0
103	743	1
1551	582	1
1637	9146	0
1162	3229	0
178	2207	0
231	2895	0
1871	6533	0
1836	80	1
590	898	0
1709	5746	0
800	3992	0
829	2542	1
242	5642	0
955	572	1
1324	7443	0
672	309	1
1448	9067	0
1200	105	1
1432	5782	0
1518	35	1
1844	1869	1
1414	863	1
988	3685	0
1698	6437	0
1658	5368	0
1582	741	0
53	2111	0
75	6048	0
1208	6403	0
1842	5407	0
1138	191	1
1808	7425	0
1071	8962	0
1183	382	1
992	5420	0
948	8233	0
1222	732	0
1542	53	1
1465	756	1
1071	5039	0
1578	55	1
449	476	1
367	858	1
1011	397	1
1356	1463	1
215	7060	0
993	9313	0
1064	2915	1
1540	4724	0
821	6917	0
1481	8784	0
752	87	1
1741	70	1
325	758	0
352	435	1
443	2971	0
1816	1739	0
1317	771	1
800	34	1
71	96	1
48	4003	0
568	8949	0
252	119	1
747	1258	1
773	8771	0
1326	1854	1
